"Document - Numéro du document";"Document - Code client";"Document - Code postal (facturation)";"Document - Ville (facturation)";"Document - Département (facturation)";"Document - Code Pays (facturation)";"Document - Date";"Document - Total Brut HT";"Document - Total TTC";"Ligne - Code article";"Ligne - Description commerciale en clair";"Ligne - Quantité";"Ligne - Montant Net HT";"Ligne - Montant Net TTC"
"FA00005684";"DUPUY";"8400";"QUATRE CHAMPS";"ARDENNES";"FR";"28/01/2021";"79000,00000000";"94800,00000000";"";"Transféré de : Bon de livraison N° BL00002240 du 08/12/2020.";"";"";""
"FA00005684";"DUPUY";"8400";"QUATRE CHAMPS";"ARDENNES";"FR";"28/01/2021";"79000,00000000";"94800,00000000";"";"Transféré de : Commande N° CM00005038 du 16/11/2020.";"";"";""
"FA00005684";"DUPUY";"8400";"QUATRE CHAMPS";"ARDENNES";"FR";"28/01/2021";"79000,00000000";"94800,00000000";"";"V/REF COMMANDE N° U-ASR-001-201113A";"";"";""
"FA00005684";"DUPUY";"8400";"QUATRE CHAMPS";"ARDENNES";"FR";"28/01/2021";"79000,00000000";"94800,00000000";"AR00002";"Fourniture et mise en place de matériel de stockage";"1,00000000";"79000,00000000";"94800,00000000"
"FA00005685";"EGC";"95410";"GROSLAY";"VAL-D'OISE";"FR";"28/01/2021";"3520,00000000";"4224,00000000";"";"Transféré de : Commande N° CM00005169 du 05/01/2021.";"";"";""
"FA00005685";"EGC";"95410";"GROSLAY";"VAL-D'OISE";"FR";"28/01/2021";"3520,00000000";"4224,00000000";"";"Suivant devis N° FC201204267D";"";"";""
"FA00005685";"EGC";"95410";"GROSLAY";"VAL-D'OISE";"FR";"28/01/2021";"3520,00000000";"4224,00000000";"AR00006";"Fourniture de 2 escaliers pour plate forme";"1,00000000";"3520,00000000";"4224,00000000"
"FA00005686";"RDV";"95310";"ST OUEN L AUMONE";"VAL-D'OISE";"FR";"28/01/2021";"504,00000000";"604,80000000";"";"Transféré de : Commande N° CM00005174 du 11/01/2021.";"";"";""
"FA00005686";"RDV";"95310";"ST OUEN L AUMONE";"VAL-D'OISE";"FR";"28/01/2021";"504,00000000";"604,80000000";"";"V/REF COMMANDE N° RDVCF000728";"";"";""
"FA00005686";"RDV";"95310";"ST OUEN L AUMONE";"VAL-D'OISE";"FR";"28/01/2021";"504,00000000";"604,80000000";"AR00001";"Fourniture de matériel de stockage
";"1,00000000";"504,00000000";"604,80000000"
"FA00005687";"MATERIELVELO";"69400";"GLEIZE";"RHONE";"FR";"28/01/2021";"4438,00000000";"5165,83000000";"";"Transféré de : Commande N° CM00005203 du 19/01/2021.";"";"";""
"FA00005687";"MATERIELVELO";"69400";"GLEIZE";"RHONE";"FR";"28/01/2021";"4438,00000000";"5165,83000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"4438,00000000";"5325,60000000"
"FA00005688";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"28/01/2021";"1423,08000000";"1707,70000000";"";"Transféré de : Commande N° CM00005214 du 22/01/2021.";"";"";""
"FA00005688";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"28/01/2021";"1423,08000000";"1707,70000000";"AR00004";"Fourniture de matériel de stockage neuf 
suivant commande CF2101-1371";"1,00000000";"1423,08000000";"1707,70000000"
"FA00005689";"BRUNELEC";"77700";"CHESSY";"SEINE-ET-MARNE";"FR";"28/01/2021";"3590,00000000";"4308,00000000";"";"Transféré de : Commande N° CM00005178 du 11/01/2021.";"";"";""
"FA00005689";"BRUNELEC";"77700";"CHESSY";"SEINE-ET-MARNE";"FR";"28/01/2021";"3590,00000000";"4308,00000000";"";"Suivant devis N° LL201204238D";"";"";""
"FA00005689";"BRUNELEC";"77700";"CHESSY";"SEINE-ET-MARNE";"FR";"28/01/2021";"3590,00000000";"4308,00000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"3590,00000000";"4308,00000000"
"FA00005691";"SUNCITY";"93210";"ST DENIS";"SEINE-ST-DENIS";"FR";"28/01/2021";"2100,00000000";"2520,00000000";"";"Transféré de : Commande N° CM00005183 du 11/01/2021.";"";"";""
"FA00005691";"SUNCITY";"93210";"ST DENIS";"SEINE-ST-DENIS";"FR";"28/01/2021";"2100,00000000";"2520,00000000";"AR00010";"Fourniture de cloisons site de STE MAURE";"1,00000000";"2100,00000000";"2520,00000000"
"FA00005692";"SGF";"77170";"BRIE COMTE ROBERT";"SEINE-ET-MARNE";"FR";"28/01/2021";"1620,00000000";"1944,00000000";"";"Transféré de : Commande N° CM00005188 du 13/01/2021.";"";"";""
"FA00005692";"SGF";"77170";"BRIE COMTE ROBERT";"SEINE-ET-MARNE";"FR";"28/01/2021";"1620,00000000";"1944,00000000";"AR00001";"Fourniture de matériel de stockage neuf site de NANTES
";"1,00000000";"1620,00000000";"1944,00000000"
"FA00005693";"LSK";"94000";"CRETEIL";"VAL-DE-MARNE";"FR";"28/01/2021";"1840,00000000";"2208,00000000";"";"Transféré de : Bon de livraison N° BL00002273 du 20/01/2021.";"";"";""
"FA00005693";"LSK";"94000";"CRETEIL";"VAL-DE-MARNE";"FR";"28/01/2021";"1840,00000000";"2208,00000000";"";"Transféré de : Commande N° CM00005194 du 13/01/2021.";"";"";""
"FA00005693";"LSK";"94000";"CRETEIL";"VAL-DE-MARNE";"FR";"28/01/2021";"1840,00000000";"2208,00000000";"";"Suivant devis N°LL210104273D";"";"";""
"FA00005693";"LSK";"94000";"CRETEIL";"VAL-DE-MARNE";"FR";"28/01/2021";"1840,00000000";"2208,00000000";"AR00001";"Fourniture de matériel de stockage d'occasion
8 échelles de 5000 mm
42 lisses de 2700 mm
8 sabots
chevilles 
";"1,00000000";"1840,00000000";"2208,00000000"
"FA00005694";"VISINOX";"93400";"ST OUEN";"SEINE-ST-DENIS";"FR";"28/01/2021";"476,00000000";"571,20000000";"";"Transféré de : Bon de livraison N° BL00002271 du 20/01/2021.";"";"";""
"FA00005694";"VISINOX";"93400";"ST OUEN";"SEINE-ST-DENIS";"FR";"28/01/2021";"476,00000000";"571,20000000";"";"Transféré de : Commande N° CM00005186 du 13/01/2021.";"";"";""
"FA00005694";"VISINOX";"93400";"ST OUEN";"SEINE-ST-DENIS";"FR";"28/01/2021";"476,00000000";"571,20000000";"";"V/REF COMMANDE N° 200112479";"";"";""
"FA00005694";"VISINOX";"93400";"ST OUEN";"SEINE-ST-DENIS";"FR";"28/01/2021";"476,00000000";"571,20000000";"AR00001";"Fourniture de matériel de stockage d'occasion
1 échelles de 2100 mm
2 lisses de 1800 mm
2 lisses de 2700 mm
7 plateaux fils
chevilles 
";"1,00000000";"476,00000000";"571,20000000"
"FA00005695";"ARCEN";"91090";"LISSES";"ESSONNE";"FR";"28/01/2021";"8200,00000000";"9840,00000000";"";"Transféré de : Commande N° CM00005133 du 14/12/2020.";"";"";""
"FA00005695";"ARCEN";"91090";"LISSES";"ESSONNE";"FR";"28/01/2021";"8200,00000000";"9840,00000000";"";"V/REF COMMANDE N° 2020/0339";"";"";""
"FA00005695";"ARCEN";"91090";"LISSES";"ESSONNE";"FR";"28/01/2021";"8200,00000000";"9840,00000000";"AR00006";"Fourniture et mise en place d'une plate forme de stockage neuve";"1,00000000";"7600,00000000";"9120,00000000"
"FA00005695";"ARCEN";"91090";"LISSES";"ESSONNE";"FR";"28/01/2021";"8200,00000000";"9840,00000000";"AR00025";"Location d'1 chariot élévateur pour la durée du chantier";"1,00000000";"600,00000000";"720,00000000"
"FA00005696";"KLUBB";"77164";"FERRIERES";"SEINE-ET-MARNE";"FR";"28/01/2021";"2850,00000000";"3420,00000000";"";"Transféré de : Commande N° CM00005195 du 14/01/2021.";"";"";""
"FA00005696";"KLUBB";"77164";"FERRIERES";"SEINE-ET-MARNE";"FR";"28/01/2021";"2850,00000000";"3420,00000000";"";"V/REF COMMANDE N° CF1811526";"";"";""
"FA00005696";"KLUBB";"77164";"FERRIERES";"SEINE-ET-MARNE";"FR";"28/01/2021";"2850,00000000";"3420,00000000";"AR00002";"Fourniture de
18 nappes dynamiques";"1,00000000";"2850,00000000";"3420,00000000"
"FA00005707";"DIVERSLR";"95400";"ARNOUVILLE LES GONESSE";"VAL-D'OISE";"FR";"03/02/2021";"546,00000000";"655,20000000";"AR00004";"Fourniture de matériel de stockage neuf 
40 UPN";"1,00000000";"546,00000000";"655,20000000"
"FA00005712";"MOULINS51";"51210";"MONTMIRAIL";"MARNE";"FR";"04/02/2021";"1612,00000000";"1934,40000000";"";"Transféré de : Commande N° CM00005221 du 25/01/2021.";"";"";""
"FA00005712";"MOULINS51";"51210";"MONTMIRAIL";"MARNE";"FR";"04/02/2021";"1612,00000000";"1934,40000000";"";"Suivant devis N° HL210108BIS";"";"";""
"FA00005712";"MOULINS51";"51210";"MONTMIRAIL";"MARNE";"FR";"04/02/2021";"1612,00000000";"1934,40000000";"AR00004";"Fourniture de matériel de stockage neuf ";"1,00000000";"1612,00000000";"1934,40000000"
"FA00005704";"SFERIS";"75009";"PARIS 9EME ARRONDISSEMENT";"PARIS";"FR";"29/01/2021";"384,00000000";"460,80000000";"";"Transféré de : Commande N° CM00005208 du 19/01/2021.";"";"";""
"FA00005704";"SFERIS";"75009";"PARIS 9EME ARRONDISSEMENT";"PARIS";"FR";"29/01/2021";"384,00000000";"460,80000000";"";"V/REF COMMANDE N° BDC2100190";"";"";""
"FA00005704";"SFERIS";"75009";"PARIS 9EME ARRONDISSEMENT";"PARIS";"FR";"29/01/2021";"384,00000000";"460,80000000";"AR00002";"Fourniture et mise en place de barres stabilisatrices ";"1,00000000";"384,00000000";"460,80000000"
"FA00005705";"CALLISTO";"77700";"SERRIS";"SEINE-ET-MARNE";"FR";"29/01/2021";"9570,00000000";"11484,00000000";"";"Transféré de : Bon de livraison N° BL00002277 du 22/01/2021.";"";"";""
"FA00005705";"CALLISTO";"77700";"SERRIS";"SEINE-ET-MARNE";"FR";"29/01/2021";"9570,00000000";"11484,00000000";"";"Transféré de : Commande N° CM00005128 du 09/12/2020.";"";"";""
"FA00005705";"CALLISTO";"77700";"SERRIS";"SEINE-ET-MARNE";"FR";"29/01/2021";"9570,00000000";"11484,00000000";"AR00007";"Fourniture et mise en place de cloisons grillagées 
";"1,00000000";"9350,00000000";"11220,00000000"
"FA00005705";"CALLISTO";"77700";"SERRIS";"SEINE-ET-MARNE";"FR";"29/01/2021";"9570,00000000";"11484,00000000";"AR00024";"Transport";"1,00000000";"220,00000000";"264,00000000"
"FA00005706";"REGIEMEAUX";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"29/01/2021";"1790,00000000";"2148,00000000";"";"Transféré de : Commande N° CM00005185 du 13/01/2021.";"";"";""
"FA00005706";"REGIEMEAUX";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"29/01/2021";"1790,00000000";"2148,00000000";"";"Suivant devis N° VP201104204D";"";"";""
"FA00005706";"REGIEMEAUX";"77100";"MEAUX";"SEINE-ET-MARNE";"FR";"29/01/2021";"1790,00000000";"2148,00000000";"AR00027";"Fourniture de rayonnages semi lourds";"1,00000000";"1790,00000000";"2148,00000000"
"FA00005713";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"05/02/2021";"11664,00000000";"13996,80000000";"";"Transféré de : Commande N° CM00005250 du 05/02/2021.";"";"";""
"FA00005713";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"05/02/2021";"11664,00000000";"13996,80000000";"AR00028";"Fourniture de 108 caisse Europol";"1,00000000";"11664,00000000";"13996,80000000"
"FA00005713";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"05/02/2021";"11664,00000000";"13996,80000000";"";"";"";"";""
"FA00005713";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"05/02/2021";"11664,00000000";"13996,80000000";"";"";"";"";""
"FA00005713";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"05/02/2021";"11664,00000000";"13996,80000000";"";"";"";"";""
"FA00005713";"ALTRAD";"77680";"ROISSY EN BRIE";"SEINE-ET-MARNE";"FR";"05/02/2021";"11664,00000000";"13996,80000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005715";"MOLDOVAN";"93190";"LIVRY GARGAN";"SEINE-ST-DENIS";"FR";"10/02/2021";"122,00000000";"146,40000000";"";"Transféré de : Commande N° CM00005258 du 09/02/2021.";"";"";""
"FA00005715";"MOLDOVAN";"93190";"LIVRY GARGAN";"SEINE-ST-DENIS";"FR";"10/02/2021";"122,00000000";"146,40000000";"AR00001";"Fourniture de matériel de stockage d'occasion
2 lisses de 2700 mm
3 plateaux fils 
";"1,00000000";"122,00000000";"146,40000000"
"FA00005716";"CL01593";"95074";"CERGY PONTOISE CEDEX";"VAL-D'OISE";"FR";"11/02/2021";"27600,00000000";"33120,00000000";"AR00021";"ACOMPTE 40 % sur fourniture de matériel de stockage échelles et lisses


Suivant commande 34S13SC2102";"1,00000000";"27600,00000000";"33120,00000000"
"FA00005717";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"15/02/2021";"878,00000000";"1053,60000000";"";"Transféré de : Bon de livraison N° BL00002302 du 15/02/2021.";"";"";""
"FA00005717";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"15/02/2021";"878,00000000";"1053,60000000";"";"Transféré de : Commande N° CM00005271 du 11/02/2021.";"";"";""
"FA00005717";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"15/02/2021";"878,00000000";"1053,60000000";"AR00004";"Fourniture de matériel de stockage neuf 
Suivant commande CF2102-1385";"1,00000000";"878,00000000";"1053,60000000"
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"Transféré de : Commande N° CM00005246 du 03/02/2021.";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"Suivant devis N° LL210104306D";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"AR00008";"Fourniture de 105 plateaux fils 880*1100 mm";"1,00000000";"1850,00000000";"2220,00000000"
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"";"";"";"";""
"FA00005718";"SOTRIMAT";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"15/02/2021";"1850,00000000";"2220,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005719";"DIVERSLR";"77114";"GOUAIX";"SEINE-ET-MARNE";"FR";"15/02/2021";"995,00000000";"1194,00000000";"";"Transféré de : Commande N° CM00005240 du 02/02/2021.";"";"";""
"FA00005719";"DIVERSLR";"77114";"GOUAIX";"SEINE-ET-MARNE";"FR";"15/02/2021";"995,00000000";"1194,00000000";"AR00004";"Fourniture de matériel de stockage neuf 
2 echelles de 2500/800 mm
14 lisses de 3000 mmm
21 traverses 
7 niveaux de plancher métalliques";"1,00000000";"995,00000000";"1194,00000000"
"FA00005720";"JEM";"77515";"POMMEUSE";"SEINE-ET-MARNE";"FR";"15/02/2021";"310,00000000";"372,00000000";"";"Transféré de : Commande N° CM00005269 du 11/02/2021.";"";"";""
"FA00005720";"JEM";"77515";"POMMEUSE";"SEINE-ET-MARNE";"FR";"15/02/2021";"310,00000000";"372,00000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
12 lisses de 2700
";"1,00000000";"310,00000000";"372,00000000"
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"";"Transféré de : Bon de livraison N° BL00002298 du 11/02/2021.";"";"";""
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"";"Transféré de : Commande N° CM00005230 du 27/01/2021.";"";"";""
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"";"V/REF COMMANDE N° P030929-00";"";"";""
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"AR00027";"Fourniture de 6 plateaux fils de 880*1000 mm et 33 plateaux fils de 880*750 mm";"1,00000000";"1008,00000000";"1209,60000000"
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"";"";"";"";""
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"";"";"";"";""
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"";"";"";"";""
"FA00005721";"SMCI";"27051";"EVREUX CEDEX";"EURE";"FR";"15/02/2021";"1008,00000000";"1209,60000000";"";"";"";"";""
"FA00005738";"CL01582";"77420";"CHAMPS SUR MARNE";"SEINE-ET-MARNE";"FR";"22/02/2021";"6783,00000000";"8139,60000000";"";"Solde de facture";"";"";""
"FA00005738";"CL01582";"77420";"CHAMPS SUR MARNE";"SEINE-ET-MARNE";"FR";"22/02/2021";"6783,00000000";"8139,60000000";"AR00006";"Fourniture et mise en place d'une plate forme de stockage neuve";"1,00000000";"6783,00000000";"8139,60000000"
"FA00005739";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"22/02/2021";"30666,00000000";"36799,20000000";"";"Transféré de : Commande N° CM00005215 du 22/01/2021.";"";"";""
"FA00005739";"RAYSER";"77706";"MARNE LA VALLEE CEDEX 4";"SEINE-ET-MARNE";"FR";"22/02/2021";"30666,00000000";"36799,20000000";"AR00004";"Fourniture de matériel de stockage neuf
SUIVANT COMMANDE CF2101-1368 ";"1,00000000";"30666,00000000";"36799,20000000"
"FA00005747";"HITAM";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"22/02/2021";"12150,00000000";"14580,00000000";"";"Transféré de : Bon de livraison N° BL00002251 du 16/12/2020.";"";"";""
"FA00005747";"HITAM";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"22/02/2021";"12150,00000000";"14580,00000000";"";"Transféré de : Commande N° CM00005104 du 01/12/2020.";"";"";""
"FA00005747";"HITAM";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"22/02/2021";"12150,00000000";"14580,00000000";"";"Suivant devis N° HL20113";"";"";""
"FA00005747";"HITAM";"77470";"POINCY";"SEINE-ET-MARNE";"FR";"22/02/2021";"12150,00000000";"14580,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage";"1,00000000";"12150,00000000";"14580,00000000"
"FA00005772";"ROSEPASSION";"54890";"CHAMBLEY BUSSIERES";"MEURTHE-ET-MOSELLE";"FR";"03/03/2021";"1550,00000000";"1860,00000000";"";"Transféré de : Commande N° CM00005321 du 03/03/2021.";"";"";""
"FA00005772";"ROSEPASSION";"54890";"CHAMBLEY BUSSIERES";"MEURTHE-ET-MOSELLE";"FR";"03/03/2021";"1550,00000000";"1860,00000000";"AR00004";"Fourniture de 100 montants H2000 mm site de MONDELANGE";"1,00000000";"1550,00000000";"1860,00000000"
"FA00005772";"ROSEPASSION";"54890";"CHAMBLEY BUSSIERES";"MEURTHE-ET-MOSELLE";"FR";"03/03/2021";"1550,00000000";"1860,00000000";"";"";"";"";""
"FA00005772";"ROSEPASSION";"54890";"CHAMBLEY BUSSIERES";"MEURTHE-ET-MOSELLE";"FR";"03/03/2021";"1550,00000000";"1860,00000000";"TXT00004";"COORDONNEES BANCAIRE

CIC EST 77 MONTEVRAIN
IBAN : FR76 3008 7338 3100 0204 5550 143
BIC : CMCIFRPP";"";"";""
"FA00005773";"CL01599";"69800";"ST PRIEST";"RHONE";"FR";"03/03/2021";"1071,00000000";"1285,20000000";"";"Transféré de : Bon de livraison N° BL00002317 du 01/03/2021.";"";"";""
"FA00005773";"CL01599";"69800";"ST PRIEST";"RHONE";"FR";"03/03/2021";"1071,00000000";"1285,20000000";"";"Transféré de : Commande N° CM00005297 du 19/02/2021.";"";"";""
"FA00005773";"CL01599";"69800";"ST PRIEST";"RHONE";"FR";"03/03/2021";"1071,00000000";"1285,20000000";"AR00001";"Fourniture de matériel de stockage d'occasion 
Suivant commande 6195
N/OFFRE VP210204382D";"1,00000000";"1071,00000000";"1285,20000000"
"FA00005774";"GRANGER";"92400";"COURBEVOIE";"HAUTS-DE-SEINE";"FR";"03/03/2021";"753,00000000";"903,60000000";"";"Transféré de : Commande N° CM00005267 du 11/02/2021.";"";"";""
"FA00005774";"GRANGER";"92400";"COURBEVOIE";"HAUTS-DE-SEINE";"FR";"03/03/2021";"753,00000000";"903,60000000";"AR00008";"Fourniture de 38 plateaux fils";"1,00000000";"753,00000000";"903,60000000"
"FA00005740";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"10630,00000000";"12756,00000000";"";"Transféré de : Commande N° CM00005096 du 27/11/2020.";"";"";""
"FA00005740";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"10630,00000000";"12756,00000000";"AR00003";"Fourniture et mise en place de matériel de stockage neuf de type cantilever
suivant commande C20114868";"1,00000000";"10630,00000000";"12756,00000000"
"FA00005741";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"2370,00000000";"2844,00000000";"";"Transféré de : Bon de livraison N° BL00002156 du 13/10/2020.";"";"";""
"FA00005741";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"2370,00000000";"2844,00000000";"";"Transféré de : Commande N° CM00004943 du 07/10/2020.";"";"";""
"FA00005741";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"2370,00000000";"2844,00000000";"";"SUIVANT COMMANDE C20103869";"";"";""
"FA00005741";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"2370,00000000";"2844,00000000";"AR00018";"Fourniture d'un cantilever neuf";"1,00000000";"2370,00000000";"2844,00000000"
"FA00005741";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"2370,00000000";"2844,00000000";"";"";"";"";""
"FA00005741";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"2370,00000000";"2844,00000000";"";"";"";"";""
"FA00005741";"BOLMIN";"27050";"EVREUX CEDEX";"EURE";"FR";"22/02/2021";"2370,00000000";"2844,00000000";"";"";"";"";""
"FA00005742";"JEANSON";"51450";"BETHENY";"MARNE";"FR";"22/02/2021";"1115,00000000";"1338,00000000";"";"Transféré de : Bon de livraison N° BL00002309 du 19/02/2021.";"";"";""
